shipment_id,origin,destination,weight_kg,cost_usd,ship_date,carrier,status,supplier_id
SHP-00859,Hanoi,Kuala Lumpur,2481.9,43755.91,2024-09-23,Pacific Express,delivered,44
SHP-00860,Jakarta,Kuala Lumpur,2369.79,21035.49,2024-11-26,Pacific Express,delivered,5
SHP-00861,Shanghai,London,4174.82,26005.04,2024-06-20,Orient Lines,in_transit,42
SHP-00862,Manila,Genoa,2431.0,33309.47,2024-09-28,Orient Lines,delivered,37
SHP-00863,Seoul,Marseille,859.1,13037.37,2024-09-04,Global Freight,customs_hold,50
SHP-00864,Osaka,Mumbai,742.12,14254.88,2024-03-26,Asia Cargo,in_transit,19
SHP-00865,Seoul,Shenzhen,4196.74,34658.32,2024-12-07,Asia Cargo,delivered,8
SHP-00866,Shanghai,Genoa,2872.84,22072.39,2024-07-08,Asia Cargo,delivered,46
SHP-00867,Shanghai,Kingston,1585.06,17225.16,2024-07-09,Orient Lines,delivered,11
SHP-00868,Jakarta,Marseille,607.89,1295.01,2024-09-12,Asia Cargo,customs_hold,21
SHP-00869,Seoul,Shanghai,4850.77,27329.97,2024-09-16,Global Freight,in_transit,19
SHP-00870,Taipei,Barcelona,4848.04,37720.37,2024-10-20,Asia Cargo,in_transit,47
SHP-00871,Busan,Valencia,1693.75,5660.17,2024-09-02,Pacific Express,delivered,36
SHP-00872,Tokyo,Marseille,124.47,30895.22,2024-04-22,Orient Lines,delivered,21
SHP-00873,Shanghai,Seattle,3206.74,29192.4,2024-04-23,Global Freight,delivered,6
SHP-00874,Jakarta,Valencia,3385.48,47883.3,2024-09-19,Orient Lines,delivered,21
SHP-00875,Kuala Lumpur,Seattle,2558.02,2849.58,2024-12-07,Global Freight,delivered,46
SHP-00876,Osaka,Le Havre,1848.47,18672.92,2024-05-25,Global Freight,delivered,29
SHP-00877,Osaka,Buenos Aires,438.45,36406.28,2024-08-15,Orient Lines,delayed,19
SHP-00878,Seoul,Le Havre,3643.16,20738.98,2024-10-27,Pacific Express,delivered,20
SHP-00879,Taipei,Vancouver,4933.2,3352.48,2024-10-29,Orient Lines,delivered,27
SHP-00880,Manila,Antwerp,2072.86,27812.9,2024-12-29,Asia Cargo,delivered,25
SHP-00881,Singapore,Buenos Aires,2453.18,41148.82,2024-06-03,Global Freight,delivered,48
SHP-00882,Taipei,London,134.69,172.21,2024-05-14,Global Freight,customs_hold,41
SHP-00883,Taipei,Jakarta,3269.24,44639.69,2024-08-01,Asia Cargo,delivered,45
SHP-00884,Manila,Rotterdam,142.7,38247.68,2024-09-09,Pacific Express,in_transit,24
SHP-00885,Kuala Lumpur,Los Angeles,2828.09,43423.88,2024-11-17,Orient Lines,customs_hold,8
SHP-00886,Bangkok,Miami,3664.92,926.38,2024-05-12,Asia Cargo,in_transit,10
SHP-00887,Bangkok,New York,4391.65,6818.09,2024-03-24,Pacific Express,delivered,27
SHP-00888,Manila,Istanbul,244.05,14618.62,2024-11-23,Pacific Express,delivered,50
SHP-00889,Manila,Shenzhen,3823.56,29958.19,2024-03-26,Global Freight,delayed,44
SHP-00890,Shenzhen,Marseille,1357.66,34913.48,2024-07-04,Pacific Express,delivered,23
SHP-00891,Osaka,Kuala Lumpur,64.98,25932.63,2024-07-09,Orient Lines,delivered,11
SHP-00892,Tokyo,Busan,773.2,11094.62,2024-04-06,Pacific Express,delivered,5
SHP-00893,Tokyo,Kuala Lumpur,4617.09,24001.94,2024-06-08,Global Freight,delivered,29
SHP-00894,Busan,Seattle,2615.84,48507.07,2024-03-29,Global Freight,delivered,8
SHP-00895,Mumbai,Kuala Lumpur,4284.15,7160.85,2024-04-26,Global Freight,delivered,9
SHP-00896,Tokyo,Le Havre,3454.25,39212.28,2024-02-09,Pacific Express,in_transit,49
SHP-00897,Hong Kong,Seoul,982.16,1688.0,2024-12-03,Pacific Express,delivered,17
SHP-00898,Shanghai,Bangkok,1508.58,563.11,2024-02-19,Pacific Express,customs_hold,14
SHP-00899,Kuala Lumpur,Osaka,924.32,17609.11,2024-02-16,Asia Cargo,delayed,18
SHP-00900,Kuala Lumpur,Istanbul,1761.34,42764.15,2024-11-09,Asia Cargo,delivered,5
SHP-00901,Tokyo,Savannah,3816.34,26465.5,2024-04-08,Global Freight,delivered,49
SHP-00902,Jakarta,Shanghai,4867.91,4979.35,2024-04-19,Orient Lines,delivered,38
SHP-00903,Seoul,Valencia,3367.79,5410.86,2024-06-30,Orient Lines,delivered,33
SHP-00904,Mumbai,Dublin,564.67,49231.41,2024-03-04,Orient Lines,delivered,9
SHP-00905,Taipei,Gdansk,3523.8,27878.75,2024-01-21,Pacific Express,delivered,8
SHP-00906,Hong Kong,Barcelona,2285.0,36821.91,2024-12-17,Orient Lines,delivered,27
SHP-00907,Singapore,Le Havre,944.33,3526.98,2024-08-31,Global Freight,delivered,44
SHP-00908,Taipei,Balboa,526.31,21931.01,2024-12-03,Pacific Express,delivered,26
SHP-00909,Hong Kong,Savannah,4887.87,37084.54,2024-03-27,Pacific Express,delivered,13
SHP-00910,Bangkok,Osaka,2975.01,49533.53,2024-03-03,Asia Cargo,delayed,47
SHP-00911,Taipei,Antwerp,3824.2,38310.31,2024-10-30,Global Freight,in_transit,42
SHP-00912,Hong Kong,Istanbul,2379.39,30178.11,2024-07-26,Orient Lines,delivered,10
SHP-00913,Shenzhen,New York,540.63,12571.96,2024-09-11,Asia Cargo,in_transit,9
SHP-00914,Shanghai,Taipei,3689.12,41524.11,2024-09-12,Pacific Express,customs_hold,25
SHP-00915,Kuala Lumpur,Balboa,1635.12,15172.49,2024-11-15,Pacific Express,in_transit,43
SHP-00916,Shenzhen,Vancouver,3837.98,39646.93,2024-04-13,Global Freight,in_transit,32
SHP-00917,Jakarta,Hamburg,2712.42,40483.61,2024-10-03,Pacific Express,customs_hold,3
SHP-00918,Hong Kong,Jakarta,1918.46,15762.23,2024-07-11,Orient Lines,delivered,3
SHP-00919,Seoul,Buenos Aires,3297.23,38980.15,2024-12-27,Asia Cargo,delivered,9
SHP-00920,Singapore,Gothenburg,2437.53,5513.63,2024-12-11,Orient Lines,in_transit,44
SHP-00921,Jakarta,Cartagena,2349.36,28134.66,2024-03-21,Pacific Express,delivered,32
SHP-00922,Kuala Lumpur,Gothenburg,3084.89,17670.55,2024-05-25,Global Freight,delivered,38
SHP-00923,Shanghai,Kuala Lumpur,4184.75,17476.4,2024-10-25,Pacific Express,in_transit,41
SHP-00924,Bangkok,Gothenburg,487.2,17289.89,2024-07-01,Orient Lines,delivered,43
SHP-00925,Mumbai,Rotterdam,1173.49,15639.37,2024-02-13,Pacific Express,delayed,8
SHP-00926,Bangkok,Hanoi,99.05,16339.54,2024-08-23,Orient Lines,in_transit,27
SHP-00927,Singapore,Tokyo,3479.94,29420.06,2024-06-11,Orient Lines,in_transit,21
SHP-00928,Kuala Lumpur,Hong Kong,4041.73,5047.83,2024-12-11,Asia Cargo,delivered,33
SHP-00929,Shenzhen,Kingston,1698.03,30760.65,2024-07-05,Orient Lines,delivered,41
SHP-00930,Osaka,Singapore,4201.98,26814.91,2024-05-27,Global Freight,delivered,37
SHP-00931,Hong Kong,London,3123.05,47899.16,2024-10-23,Pacific Express,in_transit,18
SHP-00932,Tokyo,Cartagena,4006.03,23789.65,2024-04-17,Global Freight,in_transit,42
SHP-00933,Osaka,Marseille,2523.45,15030.46,2024-12-05,Global Freight,delivered,26
SHP-00934,Singapore,Montreal,2577.09,33594.43,2024-10-07,Asia Cargo,delayed,41
SHP-00935,Hanoi,Vancouver,4313.62,28863.32,2024-04-19,Orient Lines,delivered,41
SHP-00936,Jakarta,Montreal,4263.95,45346.45,2024-10-16,Pacific Express,delivered,24
SHP-00937,Taipei,Manila,1202.25,37334.35,2024-06-02,Orient Lines,delivered,5
SHP-00938,Manila,Busan,4229.91,13383.39,2024-05-26,Asia Cargo,delivered,39
SHP-00939,Mumbai,Lisbon,1192.8,7540.61,2024-01-15,Asia Cargo,in_transit,20
SHP-00940,Taipei,Houston,2799.35,21834.84,2024-11-27,Pacific Express,delivered,18
SHP-00941,Seoul,Tokyo,1292.36,40186.73,2024-12-03,Asia Cargo,in_transit,3
SHP-00942,Hanoi,Houston,3911.28,2813.6,2024-02-12,Global Freight,in_transit,5
SHP-00943,Busan,Dublin,4483.92,33600.02,2024-02-16,Orient Lines,customs_hold,47
SHP-00944,Osaka,Jakarta,1180.59,28570.12,2024-09-13,Pacific Express,delivered,38
SHP-00945,Shenzhen,Vancouver,1259.41,44234.01,2024-05-01,Pacific Express,in_transit,21
SHP-00946,Bangkok,Savannah,3686.31,40301.79,2024-04-30,Orient Lines,delivered,7
SHP-00947,Seoul,Busan,4849.63,22001.8,2024-05-10,Pacific Express,delivered,24
SHP-00948,Hanoi,Taipei,1582.79,21217.88,2024-12-15,Asia Cargo,customs_hold,10
SHP-00949,Bangkok,Los Angeles,3578.5,41077.2,2024-01-11,Pacific Express,delayed,43
SHP-00950,Shenzhen,Mumbai,3453.57,39450.7,2024-05-02,Global Freight,in_transit,20
SHP-00951,Manila,Gdansk,4515.83,34278.15,2024-09-30,Asia Cargo,delayed,25
SHP-00952,Shanghai,Lisbon,4637.57,45900.44,2024-06-03,Pacific Express,customs_hold,49
SHP-00953,Mumbai,Marseille,1052.33,44517.82,2024-08-12,Global Freight,delayed,50
SHP-00954,Manila,Dublin,3946.69,13738.12,2024-02-11,Orient Lines,delivered,27
SHP-00955,Busan,Piraeus,3587.07,43844.22,2024-02-21,Asia Cargo,in_transit,33
SHP-00956,Tokyo,Istanbul,2104.64,36475.12,2024-10-07,Global Freight,delivered,2
SHP-00957,Shenzhen,Mumbai,3207.04,9227.79,2024-08-15,Asia Cargo,delivered,13
SHP-00958,Manila,Marseille,1568.95,4157.49,2024-03-21,Asia Cargo,delivered,50
SHP-00959,Osaka,Manzanillo,3815.93,42355.67,2024-12-17,Orient Lines,in_transit,21
SHP-00960,Taipei,Los Angeles,4367.59,6718.81,2024-03-29,Global Freight,in_transit,13
SHP-00961,Tokyo,Dublin,1838.31,19705.03,2024-07-12,Asia Cargo,delivered,2
SHP-00962,Busan,Buenos Aires,3235.71,31350.04,2024-02-15,Orient Lines,delivered,45
SHP-00963,Osaka,Manila,249.39,30919.3,2024-11-03,Global Freight,delivered,24
SHP-00964,Seoul,Cartagena,587.19,35943.24,2024-08-10,Orient Lines,delayed,32
SHP-00965,Tokyo,London,3567.96,9567.68,2024-05-16,Global Freight,in_transit,25
SHP-00966,Seoul,Le Havre,4281.76,30024.14,2024-05-24,Asia Cargo,delivered,27
SHP-00967,Shenzhen,Kuala Lumpur,144.35,48807.6,2024-04-30,Orient Lines,delayed,24
SHP-00968,Kuala Lumpur,Balboa,3236.35,4332.65,2024-08-28,Asia Cargo,delayed,45
SHP-00969,Hong Kong,Balboa,1061.48,19205.6,2024-08-04,Global Freight,delivered,36
SHP-00970,Shanghai,Singapore,1664.65,11780.33,2024-06-30,Pacific Express,delivered,33
SHP-00971,Kuala Lumpur,Gothenburg,1512.89,19765.11,2024-07-08,Asia Cargo,customs_hold,36
SHP-00972,Shanghai,Savannah,897.27,8534.83,2024-09-09,Global Freight,delayed,9
SHP-00973,Tokyo,Genoa,3551.42,21674.84,2024-05-13,Pacific Express,delivered,9
SHP-00974,Taipei,Antwerp,3739.24,46315.54,2024-05-24,Global Freight,in_transit,49
SHP-00975,Busan,Hamburg,2585.1,21816.98,2024-03-25,Global Freight,in_transit,32
SHP-00976,Shenzhen,Kuala Lumpur,2778.6,46146.5,2024-11-21,Orient Lines,delivered,10
SHP-00977,Shanghai,London,916.12,23538.86,2024-03-24,Orient Lines,delivered,32
SHP-00978,Shanghai,Valencia,1782.92,35466.01,2024-09-05,Orient Lines,delivered,47
SHP-00979,Osaka,Kuala Lumpur,618.71,4724.22,2024-05-25,Asia Cargo,delayed,48
SHP-00980,Jakarta,Antwerp,2816.46,33173.73,2024-04-18,Pacific Express,delivered,37
SHP-00981,Seoul,Dublin,4602.11,12345.56,2024-09-12,Pacific Express,delayed,2
SHP-00982,Singapore,Balboa,4906.68,6143.45,2024-07-10,Pacific Express,delayed,10
SHP-00983,Shanghai,Hong Kong,2301.44,35399.95,2024-09-02,Orient Lines,in_transit,18
SHP-00984,Kuala Lumpur,Kingston,29.52,48490.04,2024-12-01,Orient Lines,delivered,47
SHP-00985,Hanoi,Cartagena,647.04,43170.78,2024-11-25,Global Freight,delivered,4
SHP-00986,Hanoi,Singapore,2736.01,30134.46,2024-02-17,Orient Lines,delivered,16
SHP-00987,Shenzhen,Lisbon,446.4,42624.67,2024-03-24,Orient Lines,in_transit,19
SHP-00988,Manila,Manzanillo,771.1,14962.41,2024-08-09,Global Freight,delayed,39
SHP-00989,Seoul,Istanbul,3327.77,41611.04,2024-09-19,Asia Cargo,delivered,25
SHP-00990,Taipei,Antwerp,2815.5,21182.38,2024-08-04,Global Freight,in_transit,28
SHP-00991,Manila,Le Havre,465.19,25691.41,2024-08-25,Asia Cargo,in_transit,46
SHP-00992,Seoul,Houston,2636.63,32378.91,2024-02-12,Global Freight,delivered,6
SHP-00993,Busan,Los Angeles,1502.32,49210.1,2024-12-16,Global Freight,delayed,34
SHP-00994,Hong Kong,Barcelona,2842.89,27572.17,2024-01-24,Pacific Express,delivered,27
SHP-00995,Tokyo,New York,3304.45,28445.49,2024-05-09,Global Freight,delivered,6
SHP-00996,Shenzhen,Miami,81.84,37038.78,2024-08-24,Asia Cargo,in_transit,26
SHP-00997,Shanghai,Hong Kong,2081.55,35233.71,2024-06-09,Orient Lines,in_transit,29
SHP-00998,Kuala Lumpur,Hamburg,1707.0,45909.69,2024-04-05,Asia Cargo,delivered,48
SHP-00999,Kuala Lumpur,Hamburg,4358.14,5361.22,2024-09-30,Pacific Express,delivered,8
SHP-01000,Shanghai,Hanoi,3279.18,23035.14,2024-07-26,Orient Lines,delivered,40
